{60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,44,44,44,44,44,44,44,44,60,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,60},
{60,47,47,47,47,47,47,47,47,60,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,60},
{60,47,47,47,47,47,47,47,47,60,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,60},
{60,41,41,41,41,41,41,47,41,60,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,60},
{60,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
{60,38,38,38,38,38,38,38,38,60,60,39,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60},
